Hotel,Booking_status,Lead Time,Arrival_Year,Arrival_Month,Weekend_Nights,Week_Nights,Adults,Children,Babies,Meal_Plan,Guest_Country,Market_Segment,City Hotel,City Hotel,Previous_Cancellations,Prior_Successful Stays,Reserved_Room_Type,Assigned_Room_Type,Booking_Changes,Deposit_Policy,Agent_ID,Days_on_Waitlist,Customer_Type,Average_Daily_Rate (USD),Special_Requests_Count,Reservation_Status,Status_Date,Total_Guests,Total_Nights,Total_Revenue (USD),Total_Revenue (INR)
City Hotel,NO,9,2016,August,0,1,2,1,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,83,0,Transient,147,1,Check-Out,2016-08-07,3,1,147,13360
City Hotel,YES,59,2016,September,1,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,168,0,Canceled,2016-07-28,3,2,337,30530
City Hotel,NO,132,2016,October,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,9,0,Transient,179,3,Check-Out,2016-10-22,2,1,179,16235
City Hotel,NO,214,2016,November,2,1,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,94,0,Transient,75,0,Check-Out,2016-11-23,1,3,225,20408
City Hotel,YES,17,2017,January,6,15,2,2,0,BB,AGO,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9,0,Transient,143,0,Canceled,2017-01-11,4,21,2999,271991
City Hotel,NO,47,2016,October,0,2,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,Transient,135,0,Check-Out,2016-10-13,2,2,270,24489
City Hotel,NO,102,2015,October,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9,0,Transient,89,0,Check-Out,2015-10-19,2,3,268,24285
City Hotel,NO,17,2017,May,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,99,0,Check-Out,2017-05-08,2,3,297,26938
City Hotel,NO,10,2017,June,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94,0,Transient,100,0,Check-Out,2017-06-13,1,1,100,9070
City Hotel,NO,65,2017,January,2,4,2,2,0,BB,CHE,Direct,Direct,0,0,0,F,F,1,No Deposit,14,0,Transient,153,0,Check-Out,2017-01-07,4,6,915,82991
City Hotel,NO,40,2016,August,0,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,149,0,Check-Out,2016-08-28,2,5,747,67753
City Hotel,NO,43,2017,March,0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,G,4,No Deposit,9,0,Transient,118,1,Check-Out,2017-03-12,2,1,118,10703
City Hotel,NO,53,2017,June,1,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,140,0,Check-Out,2017-06-19,2,4,560,50792
City Hotel,NO,90,2016,April,1,2,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,77,1,Check-Out,2016-04-11,2,3,230,20816
City Hotel,NO,3,2017,February,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14,0,Transient,113,0,Check-Out,2017-02-26,2,2,226,20498
City Hotel,YES,2,2016,June,0,1,1,0,0,SC,DEU,Offline TA/TO,GDS,0,0,0,A,A,0,No Deposit,195,0,Transient,124,0,Canceled,2016-06-21,1,1,124,11247
City Hotel,NO,102,2017,July,1,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,108,1,Check-Out,2017-07-10,2,2,216,19591
City Hotel,NO,1,2015,August,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,75,2,Check-Out,2015-08-21,2,1,75,6803
City Hotel,NO,1,2016,February,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,6,D,D,0,No Deposit,94,0,Transient,45,2,Check-Out,2016-02-17,1,1,45,4082
City Hotel,NO,0,2016,May,0,2,2,2,0,BB,ESP,Direct,Direct,0,0,0,E,F,0,No Deposit,94,0,Transient,192,3,Check-Out,2016-05-13,4,2,384,34829
City Hotel,NO,36,2017,April,2,4,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,8,0,Transient,224,1,Check-Out,2017-04-28,4,6,1344,121901
City Hotel,NO,138,2016,July,2,5,3,1,0,HB,FRA,Direct,Direct,0,0,0,F,F,1,No Deposit,14,0,Transient,228,1,Check-Out,2016-08-03,4,7,1594,144618
City Hotel,NO,81,2016,May,1,3,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,135,1,Check-Out,2016-05-20,3,4,541,49032
City Hotel,NO,1,2016,August,1,0,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,14,0,Transient,208,1,Check-Out,2016-08-15,3,1,208,18866
City Hotel,NO,3,2016,March,2,2,2,1,0,BB,ITA,Direct,Direct,0,0,0,A,D,0,No Deposit,14,0,Transient,137,1,Check-Out,2016-03-30,3,4,546,49522
City Hotel,YES,216,2017,August,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,125,0,Canceled,2017-01-14,2,4,499,45223
City Hotel,NO,14,2017,August,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,128,1,Check-Out,2017-08-05,2,2,255,23147
City Hotel,NO,22,2015,October,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,88,1,Check-Out,2015-10-03,2,2,176,15994
City Hotel,NO,7,2016,June,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,151,1,Check-Out,2016-07-01,2,1,151,13696
City Hotel,YES,200,2016,August,0,3,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,27,0,Transient-Party,97,1,Canceled,2016-05-26,3,3,291,26366
City Hotel,YES,111,2017,August,2,5,3,0,0,BB,ROU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,0,Transient,225,0,Canceled,2017-07-16,3,7,1575,142853
City Hotel,YES,62,2017,January,1,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,61,1,Canceled,2016-11-10,2,3,183,16593
City Hotel,YES,64,2017,June,1,0,3,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,14,0,Transient,265,0,Canceled,2017-04-27,3,1,265,24036
City Hotel,NO,50,2016,November,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,65,1,Check-Out,2016-11-20,2,4,259,23462
City Hotel,NO,54,2016,March,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient-Party,80,0,Check-Out,2016-03-06,2,2,161,14566
City Hotel,NO,1,2016,May,1,0,2,0,0,BB,FRA,Direct,TA/TO,0,0,0,A,D,0,No Deposit,94,0,Transient,100,0,Check-Out,2016-05-09,2,1,100,9070
City Hotel,NO,1,2016,March,0,1,2,0,0,SC,CHE,Online TA,Direct,0,0,0,A,A,2,No Deposit,94,0,Transient,98,0,Check-Out,2016-03-06,2,1,98,8889
City Hotel,NO,73,2016,November,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,103,1,Check-Out,2016-11-20,2,3,308,27917
City Hotel,NO,3,2015,September,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Contract,163,0,Check-Out,2015-09-25,2,6,975,88433
City Hotel,NO,6,2017,January,0,1,1,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,2,No Deposit,14,0,Transient,98,0,Check-Out,2017-01-04,1,1,98,8889
City Hotel,NO,88,2016,April,1,3,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient-Party,81,0,Check-Out,2016-04-18,2,4,323,29296
City Hotel,YES,60,2016,March,2,6,1,0,0,BB,PAK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,64,0,Canceled,2016-02-08,1,8,510,46257
City Hotel,NO,74,2017,March,0,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,0,Transient,68,0,Check-Out,2017-03-22,2,1,68,6122
City Hotel,YES,141,2016,May,1,2,2,0,0,BB,TUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,114,1,Canceled,2016-03-27,2,3,343,31101
City Hotel,YES,105,2015,December,0,4,2,0,1,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,8,0,Transient,85,3,Canceled,2015-09-17,3,4,340,30838
City Hotel,YES,16,2016,November,2,4,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,75,2,Canceled,2016-11-02,2,6,449,40706
City Hotel,YES,211,2016,May,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3,46,Transient,115,0,Canceled,2015-12-18,2,3,345,31292
City Hotel,NO,168,2015,September,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,0,Transient-Party,60,0,Check-Out,2015-09-13,2,2,120,10884
City Hotel,YES,90,2017,April,2,3,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,137,2,Canceled,2017-02-12,3,5,684,62039
City Hotel,NO,140,2017,June,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,14,0,Transient,101,3,Check-Out,2017-06-23,2,5,504,45713
City Hotel,NO,44,2017,January,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,94,0,Transient-Party,65,0,Check-Out,2017-01-02,1,1,65,5896
City Hotel,NO,15,2016,May,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,111,1,Check-Out,2016-05-11,2,2,222,20135
City Hotel,NO,59,2017,May,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7,0,Transient,126,1,Check-Out,2017-05-10,2,2,252,22820
City Hotel,NO,1,2017,January,2,0,1,0,0,BB,PRT,Direct,TA/TO,1,0,1,A,A,2,No Deposit,94,0,Transient,80,0,Check-Out,2017-01-31,1,2,160,14512
City Hotel,YES,122,2017,June,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,155,0,Canceled,2017-02-08,2,3,464,42086
City Hotel,NO,36,2016,January,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9,0,Transient,89,1,Check-Out,2016-01-30,2,3,266,24116
City Hotel,YES,154,2017,July,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,0,Transient,89,0,Canceled,2017-02-03,2,2,178,16145
City Hotel,NO,51,2016,November,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,0,Transient,75,0,Check-Out,2016-11-20,2,4,300,27210
City Hotel,NO,54,2016,November,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,90,1,Check-Out,2016-11-15,2,4,360,32688
City Hotel,YES,9,2015,October,0,4,3,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,8,0,Transient,166,2,Canceled,2015-10-21,3,4,665,60316
City Hotel,NO,98,2017,April,0,3,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,118,0,Check-Out,2017-04-28,1,3,355,32198
City Hotel,NO,15,2015,September,0,1,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Contract,115,3,Check-Out,2015-09-18,2,1,115,10431
City Hotel,YES,169,2016,April,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,48,Transient-Party,106,0,Canceled,2016-02-24,2,4,424,38457
City Hotel,YES,164,2017,June,1,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,Transient,144,1,Canceled,2017-05-05,2,2,288,26122
City Hotel,NO,3,2016,November,1,2,2,2,0,BB,ISR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,Transient,179,2,Check-Out,2016-11-21,4,3,536,48616
City Hotel,NO,86,2016,March,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient-Party,82,1,Check-Out,2016-04-04,2,4,330,29913
City Hotel,NO,30,2017,May,0,1,2,0,0,BB,NLD,Groups,TA/TO,0,0,0,A,A,1,No Deposit,39,1,Transient-Party,140,0,Check-Out,2017-05-11,2,1,140,12698
City Hotel,YES,32,2016,December,2,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,88,1,Canceled,2016-11-14,2,3,264,23945
City Hotel,NO,105,2016,March,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,78,0,Check-Out,2016-03-23,2,1,78,7102
City Hotel,NO,309,2016,May,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,215,Transient-Party,65,0,Check-Out,2016-05-16,2,3,195,17687
City Hotel,NO,125,2017,August,2,5,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,0,Transient,80,1,Check-Out,2017-08-08,2,7,561,50855
City Hotel,NO,14,2017,July,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,98,1,Check-Out,2017-07-17,2,1,98,8889
City Hotel,NO,177,2017,July,2,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,0,Transient,89,0,Check-Out,2017-07-25,2,3,267,24217
City Hotel,NO,221,2016,August,0,1,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,147,Transient-Party,73,0,Check-Out,2016-08-13,1,1,73,6621
City Hotel,YES,279,2017,May,0,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,154,2,Canceled,2016-10-04,3,3,462,41876
City Hotel,NO,6,2016,May,2,3,2,1,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,94,0,Transient,171,1,Check-Out,2016-05-27,3,5,855,77549
City Hotel,NO,90,2016,August,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,127,1,Check-Out,2016-08-22,2,2,254,23020
City Hotel,NO,31,2016,March,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,71,1,Check-Out,2016-03-18,2,1,71,6449
City Hotel,NO,82,2017,June,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,120,1,Check-Out,2017-07-02,2,3,360,32652
City Hotel,NO,4,2015,September,2,3,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,Transient,170,0,Check-Out,2015-10-01,1,5,850,77095
City Hotel,NO,1,2017,March,0,1,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,290,0,Transient,80,0,Check-Out,2017-03-17,1,1,80,7256
City Hotel,NO,14,2015,September,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,110,2,Check-Out,2015-09-11,2,4,439,39817
City Hotel,NO,0,2017,May,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,94,0,Transient,135,0,Check-Out,2017-05-28,2,2,270,24489
City Hotel,YES,32,2016,July,2,0,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,113,0,Canceled,2016-06-13,2,2,225,20424
City Hotel,NO,103,2017,June,0,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,97,1,Check-Out,2017-06-25,2,4,389,35264
City Hotel,YES,34,2017,June,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,0,Transient,117,0,Canceled,2017-05-05,2,3,352,31925
City Hotel,NO,31,2017,June,1,5,2,0,0,BB,HRV,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,94,0,Transient,126,1,Check-Out,2017-06-25,2,6,756,68569
City Hotel,NO,57,2016,April,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,118,1,Check-Out,2016-04-30,2,4,471,42712
City Hotel,NO,2,2016,April,2,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,0,Transient,73,0,Check-Out,2016-04-21,2,4,291,26394
City Hotel,NO,0,2017,June,0,1,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,A,D,0,No Deposit,94,0,Transient,95,0,Check-Out,2017-06-18,1,1,95,8617
City Hotel,NO,0,2015,September,0,1,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94,0,Transient,90,0,Check-Out,2015-09-11,1,1,90,8163
City Hotel,YES,19,2016,August,2,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,191,0,Canceled,2016-07-28,3,3,573,51971
City Hotel,YES,12,2016,February,0,1,2,0,0,SC,HND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,79,0,Canceled,2016-02-17,2,1,79,7165
City Hotel,YES,258,2016,October,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,96,0,Canceled,2016-03-19,2,3,289,26203
City Hotel,NO,4,2015,November,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,94,0,Transient-Party,65,0,Check-Out,2015-12-03,1,3,195,17687
City Hotel,NO,5,2017,February,0,1,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,98,1,Check-Out,2017-02-02,1,1,98,8889
City Hotel,NO,60,2016,June,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,116,1,Check-Out,2016-06-02,2,1,116,10530
City Hotel,YES,41,2016,June,1,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,98,1,Canceled,2016-06-04,2,2,196,17795
City Hotel,NO,26,2016,April,1,0,1,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,94,0,Transient,119,0,Check-Out,2016-04-05,1,1,119,10793
City Hotel,YES,92,2017,August,0,2,2,0,0,SC,BLR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,130,1,Canceled,2017-05-20,2,2,260,23582
City Hotel,NO,48,2016,November,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,0,Transient,75,0,Check-Out,2016-11-13,2,3,225,20408
City Hotel,NO,1,2015,August,0,1,1,0,0,BB,GRC,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94,0,Transient-Party,70,0,Check-Out,2015-08-12,1,1,70,6349
City Hotel,YES,148,2017,February,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,0,Transient,92,2,Canceled,2016-09-12,2,7,641,58157
City Hotel,NO,35,2016,November,1,2,1,0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,94,0,Transient-Party,65,0,Check-Out,2016-12-01,1,3,195,17687
City Hotel,NO,7,2015,October,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Contract,164,2,Check-Out,2015-10-10,2,3,492,44624
City Hotel,NO,5,2016,May,1,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,156,1,Check-Out,2016-05-06,2,4,624,56597
City Hotel,NO,100,2016,July,1,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,138,2,Check-Out,2016-07-20,3,2,275,24979
City Hotel,NO,17,2017,August,2,0,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,115,1,Check-Out,2017-08-29,2,2,229,20770
City Hotel,NO,78,2017,May,2,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,117,1,Check-Out,2017-05-19,2,5,585,53060
City Hotel,NO,48,2015,October,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,66,0,Check-Out,2015-10-24,1,1,66,5971
City Hotel,YES,59,2017,March,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,103,1,Canceled,2017-01-21,2,3,308,27907
City Hotel,NO,17,2017,January,1,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,92,1,Check-Out,2017-01-30,2,4,367,33305
City Hotel,YES,130,2016,May,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient,105,0,Canceled,2016-02-11,2,4,418,37931
City Hotel,NO,68,2017,April,0,3,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,94,0,Transient-Party,110,0,Check-Out,2017-04-08,2,3,330,29931
City Hotel,NO,272,2016,December,1,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,Transient,111,0,Check-Out,2017-01-02,2,6,665,60286
City Hotel,YES,204,2017,June,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,131,0,Canceled,2016-11-29,2,3,392,35509
City Hotel,NO,1,2016,June,0,4,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,150,1,Check-Out,2016-06-19,2,4,600,54420
City Hotel,YES,15,2017,February,2,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,134,0,Canceled,2017-02-01,3,4,537,48724
City Hotel,NO,5,2016,August,0,1,1,0,0,SC,NOR,Online TA,GDS,0,0,0,A,A,0,No Deposit,195,0,Transient,113,0,Check-Out,2016-08-18,1,1,113,10249
City Hotel,YES,53,2016,October,1,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,107,1,Canceled,2016-09-17,2,2,214,19428
City Hotel,NO,7,2017,July,1,2,1,0,0,BB,PRT,Direct,Direct,1,0,6,D,D,2,No Deposit,94,0,Transient,84,2,Check-Out,2017-07-13,1,3,252,22856
City Hotel,NO,0,2017,January,0,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,54,0,Check-Out,2017-01-13,1,1,54,4889
City Hotel,NO,7,2016,December,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,Transient,88,0,Check-Out,2016-12-27,2,14,1238,112250
City Hotel,NO,33,2016,December,1,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient,58,3,Check-Out,2016-12-05,2,4,230,20897
City Hotel,YES,175,2017,May,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,44,0,Transient,90,0,Canceled,2016-11-25,1,1,90,8163
City Hotel,NO,13,2016,January,0,1,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,19,0,Transient-Party,71,0,Check-Out,2016-01-21,1,1,71,6440
City Hotel,NO,16,2016,May,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,111,2,Check-Out,2016-06-02,2,4,445,40398
City Hotel,YES,36,2016,June,2,0,3,0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,Transient,146,0,Canceled,2016-06-12,3,2,292,26448
City Hotel,YES,174,2016,April,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,8,0,Transient,93,0,Canceled,2016-03-18,2,5,463,42017
City Hotel,NO,6,2016,March,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,101,1,Check-Out,2016-03-24,2,3,303,27482
City Hotel,NO,115,2017,June,0,3,2,0,0,BB,SVN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,135,0,Check-Out,2017-06-30,2,3,405,36734
City Hotel,NO,116,2017,January,1,3,1,1,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient,88,2,Check-Out,2017-01-06,2,4,354,32072
City Hotel,YES,224,2017,June,0,3,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,117,2,Canceled,2016-12-12,2,3,351,31836
City Hotel,NO,5,2017,January,0,3,1,0,0,BB,PRT,Corporate,Corporate,1,1,9,A,A,0,No Deposit,94,0,Transient,65,1,Check-Out,2017-01-06,1,3,195,17687
City Hotel,NO,49,2016,November,2,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,75,2,Check-Out,2016-11-18,2,5,374,33922
City Hotel,YES,141,2016,August,1,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,Transient,125,0,Canceled,2016-03-28,2,6,749,67916
City Hotel,NO,56,2016,April,0,1,3,0,0,BB,ARG,Direct,Direct,0,0,0,A,A,0,No Deposit,94,0,Transient,142,0,Check-Out,2016-05-01,3,1,142,12888
City Hotel,NO,35,2016,March,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,71,0,Check-Out,2016-03-16,2,7,498,45141
City Hotel,NO,14,2016,May,1,0,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,0,Transient,147,1,Check-Out,2016-05-30,3,1,147,13333
City Hotel,NO,13,2016,May,2,2,2,1,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,Transient,119,1,Check-Out,2016-06-02,3,4,474,42995
City Hotel,NO,0,2016,January,2,2,2,0,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,83,0,Transient,68,1,Check-Out,2016-01-28,3,4,274,24816
City Hotel,NO,10,2017,July,0,3,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,Transient,126,2,Check-Out,2017-07-23,1,3,378,34285
City Hotel,NO,139,2016,May,1,3,2,0,0,BB,DEU,Direct,Direct,0,0,0,B,B,1,No Deposit,14,0,Transient,87,1,Check-Out,2016-05-20,2,4,349,31687
