hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,283,2017,August,32,11,1,2,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,125.1,0,0,Canceled,2016-11-06
City Hotel,1,143,2016,August,34,18,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,140.7,0,0,Canceled,2016-03-28
City Hotel,0,108,2017,June,22,2,0,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient-Party,126,0,1,Check-Out,2017-06-04
City Hotel,0,9,2016,August,32,6,0,1,2,1,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,83,,0,Transient,147.3,0,1,Check-Out,2016-08-07
City Hotel,1,59,2016,September,39,24,1,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,168.3,0,0,Canceled,2016-07-28
City Hotel,0,132,2016,October,43,21,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,9,,0,Transient,179,1,3,Check-Out,2016-10-22
City Hotel,0,214,2016,November,48,20,2,1,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,94.13830565,233,0,Transient,75,0,0,Check-Out,2016-11-23
City Hotel,1,17,2017,January,3,21,6,15,2,2,0,BB,AGO,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9,,0,Transient,142.8,0,0,Canceled,2017-01-11
City Hotel,0,47,2016,October,42,11,0,2,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,135,1,0,Check-Out,2016-10-13
City Hotel,0,102,2015,October,42,16,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9,,0,Transient,89.25,0,0,Check-Out,2015-10-19
City Hotel,0,17,2017,May,18,5,1,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,99,0,0,Check-Out,2017-05-08
City Hotel,0,10,2017,June,24,12,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94.13830565,216,0,Transient,100,0,0,Check-Out,2017-06-13
City Hotel,0,65,2017,January,1,1,2,4,2,2,0,BB,CHE,Direct,Direct,0,0,0,F,F,1,No Deposit,14,,0,Transient,152.5,0,0,Check-Out,2017-01-07
City Hotel,0,40,2016,August,35,23,0,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,149.4,0,0,Check-Out,2016-08-28
City Hotel,0,43,2017,March,10,11,0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,G,4,No Deposit,9,,0,Transient,118,0,1,Check-Out,2017-03-12
City Hotel,0,53,2017,June,24,15,1,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,140,0,0,Check-Out,2017-06-19
City Hotel,0,90,2016,April,15,8,1,2,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,76.5,0,1,Check-Out,2016-04-11
City Hotel,0,3,2017,February,8,24,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,113,0,0,Check-Out,2017-02-26
City Hotel,1,2,2016,June,26,22,0,1,1,0,0,SC,DEU,Offline TA/TO,GDS,0,0,0,A,A,0,No Deposit,195,,0,Transient,124,0,0,Canceled,2016-06-21
City Hotel,0,102,2017,July,27,8,1,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,108,0,1,Check-Out,2017-07-10
City Hotel,0,1,2015,August,34,20,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,75,0,2,Check-Out,2015-08-21
City Hotel,0,1,2016,February,8,16,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,6,D,D,0,No Deposit,94,,0,Transient,45,0,2,Check-Out,2016-02-17
City Hotel,0,0,2016,May,20,11,0,2,2,2,0,BB,ESP,Direct,Direct,0,0,0,E,F,0,No Deposit,94.13830565,,0,Transient,192,1,3,Check-Out,2016-05-13
City Hotel,0,108,2016,July,28,5,2,5,0,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,89,,0,Transient,77.53,0,0,Check-Out,2016-07-12
City Hotel,0,36,2017,April,16,22,2,4,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,8,,0,Transient,224,0,1,Check-Out,2017-04-28
City Hotel,0,138,2016,July,31,27,2,5,3,1,0,HB,FRA,Direct,Direct,0,0,0,F,F,1,No Deposit,14,,0,Transient,227.78,0,1,Check-Out,2016-08-03
City Hotel,0,81,2016,May,21,16,1,3,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,135.15,0,1,Check-Out,2016-05-20
City Hotel,0,1,2016,August,34,14,1,0,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,14,,0,Transient,208,0,1,Check-Out,2016-08-15
City Hotel,0,3,2016,March,13,26,2,2,2,1,0,BB,ITA,Direct,Direct,0,0,0,A,D,0,No Deposit,14,,0,Transient,136.5,0,1,Check-Out,2016-03-30
City Hotel,1,216,2017,August,33,16,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,124.65,0,0,Canceled,2017-01-14
City Hotel,0,14,2017,August,31,3,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,127.6,0,1,Check-Out,2017-08-05
City Hotel,0,22,2015,October,40,1,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,88.17,0,1,Check-Out,2015-10-03
City Hotel,0,7,2016,June,27,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,151,0,1,Check-Out,2016-07-01
City Hotel,1,200,2016,August,33,9,0,3,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,27,,0,Transient-Party,96.9,0,1,Canceled,2016-05-26
City Hotel,1,111,2017,August,31,1,2,5,3,0,0,BB,ROU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,225,0,0,Canceled,2017-07-16
City Hotel,1,62,2017,January,2,9,1,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,60.98,0,1,Canceled,2016-11-10
City Hotel,1,64,2017,June,26,26,1,0,3,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,14,,0,Transient,265,0,0,Canceled,2017-04-27
City Hotel,0,50,2016,November,47,16,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,64.67,0,1,Check-Out,2016-11-20
City Hotel,0,54,2016,March,10,4,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,80.3,0,0,Check-Out,2016-03-06
City Hotel,0,1,2016,May,20,8,1,0,2,0,0,BB,FRA,Direct,TA/TO,0,0,0,A,D,0,No Deposit,94.13830565,,0,Transient,100,0,0,Check-Out,2016-05-09
City Hotel,0,1,2016,March,10,5,0,1,2,0,0,SC,CHE,Online TA,Direct,0,0,0,A,A,2,No Deposit,94.13830565,,0,Transient,98,0,0,Check-Out,2016-03-06
City Hotel,0,73,2016,November,47,17,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,102.6,0,1,Check-Out,2016-11-20
City Hotel,0,3,2015,September,38,19,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Contract,162.5,0,0,Check-Out,2015-09-25
City Hotel,0,6,2017,January,1,3,0,1,1,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,2,No Deposit,14,,0,Transient,98,0,0,Check-Out,2017-01-04
City Hotel,0,88,2016,April,16,14,1,3,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient-Party,80.75,0,0,Check-Out,2016-04-18
City Hotel,1,60,2016,March,10,5,2,6,1,0,0,BB,PAK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,63.75,0,0,Canceled,2016-02-08
City Hotel,0,74,2017,March,12,21,0,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,,0,Transient,67.5,0,0,Check-Out,2017-03-22
City Hotel,1,141,2016,May,22,23,1,2,2,0,0,BB,TUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,114.3,0,1,Canceled,2016-03-27
City Hotel,1,105,2015,December,53,29,0,4,2,0,1,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,8,,0,Transient,85,0,3,Canceled,2015-09-17
City Hotel,1,16,2016,November,47,13,2,4,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,74.8,0,2,Canceled,2016-11-02
City Hotel,1,211,2016,May,23,31,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3,,46,Transient,115,0,0,Canceled,2015-12-18
City Hotel,0,168,2015,September,37,11,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,,0,Transient-Party,60,0,0,Check-Out,2015-09-13
City Hotel,1,90,2017,April,15,9,2,3,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,136.8,0,2,Canceled,2017-02-12
City Hotel,0,140,2017,June,25,18,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,14,,0,Transient,100.8,0,3,Check-Out,2017-06-23
City Hotel,0,44,2017,January,1,1,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,94.13830565,,0,Transient-Party,65,0,0,Check-Out,2017-01-02
City Hotel,0,15,2016,May,20,9,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,111,0,1,Check-Out,2016-05-11
City Hotel,0,59,2017,May,19,8,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7,,0,Transient,125.8,0,1,Check-Out,2017-05-10
City Hotel,0,1,2017,January,5,29,2,0,1,0,0,BB,PRT,Direct,TA/TO,1,0,1,A,A,2,No Deposit,94.13830565,,0,Transient,80,0,0,Check-Out,2017-01-31
City Hotel,1,122,2017,June,23,8,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,154.67,0,0,Canceled,2017-02-08
City Hotel,0,36,2016,January,5,27,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9,,0,Transient,88.63,0,1,Check-Out,2016-01-30
City Hotel,1,154,2017,July,27,7,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,,0,Transient,89,0,0,Canceled,2017-02-03
City Hotel,0,51,2016,November,47,16,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,2016-11-20
City Hotel,0,54,2016,November,46,11,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,90.1,0,1,Check-Out,2016-11-15
City Hotel,1,9,2015,October,44,28,0,4,3,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,8,,0,Transient,166.25,0,2,Canceled,2015-10-21
City Hotel,0,98,2017,April,17,25,0,3,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,118.33,0,0,Check-Out,2017-04-28
City Hotel,0,15,2015,September,38,17,0,1,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Contract,115,0,3,Check-Out,2015-09-18
City Hotel,1,169,2016,April,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,,48,Transient-Party,106,0,0,Canceled,2016-02-24
City Hotel,1,164,2017,June,23,5,1,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,144,0,1,Canceled,2017-05-05
City Hotel,0,3,2016,November,47,18,1,2,2,2,0,BB,ISR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,178.67,0,2,Check-Out,2016-11-21
City Hotel,0,86,2016,March,14,31,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,82.45,0,1,Check-Out,2016-04-04
City Hotel,0,30,2017,May,19,10,0,1,2,0,0,BB,NLD,Groups,TA/TO,0,0,0,A,A,1,No Deposit,39,,1,Transient-Party,140,0,0,Check-Out,2017-05-11
City Hotel,1,32,2016,December,50,10,2,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88,0,1,Canceled,2016-11-14
City Hotel,0,105,2016,March,13,22,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,78.3,0,0,Check-Out,2016-03-23
City Hotel,0,309,2016,May,20,13,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,,215,Transient-Party,65,0,0,Check-Out,2016-05-16
City Hotel,0,125,2017,August,31,1,2,5,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,,0,Transient,80.1,0,1,Check-Out,2017-08-08
City Hotel,0,14,2017,July,29,16,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98,0,1,Check-Out,2017-07-17
City Hotel,0,0,2017,March,10,10,0,1,2,0,0,FB,PRT,Complementary,Direct,0,0,0,A,A,1,No Deposit,94.13830565,,0,Transient,0,0,1,Check-Out,2017-03-11
City Hotel,0,177,2017,July,29,22,2,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,,0,Transient,89,0,0,Check-Out,2017-07-25
City Hotel,0,221,2016,August,33,12,0,1,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,,147,Transient-Party,73,0,0,Check-Out,2016-08-13
City Hotel,1,279,2017,May,21,25,0,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,153.9,0,2,Canceled,2016-10-04
City Hotel,0,6,2016,May,22,22,2,3,2,1,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,94.13830565,,0,Transient,171,0,1,Check-Out,2016-05-27
City Hotel,0,90,2016,August,34,20,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126.9,1,1,Check-Out,2016-08-22
City Hotel,0,31,2016,March,12,17,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,71.1,0,1,Check-Out,2016-03-18
City Hotel,0,82,2017,June,26,29,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,120,0,1,Check-Out,2017-07-02
City Hotel,0,4,2015,September,39,26,2,3,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient,170,0,0,Check-Out,2015-10-01
City Hotel,0,1,2017,March,11,16,0,1,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,290,,0,Transient,80,0,0,Check-Out,2017-03-17
City Hotel,0,14,2015,September,37,7,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,109.75,0,2,Check-Out,2015-09-11
City Hotel,0,0,2017,May,21,26,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,135,0,0,Check-Out,2017-05-28
City Hotel,1,32,2016,July,28,3,2,0,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,112.59,0,0,Canceled,2016-06-13
City Hotel,0,103,2017,June,25,21,0,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,97.2,0,1,Check-Out,2017-06-25
City Hotel,1,34,2017,June,23,8,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,,0,Transient,117.33,0,0,Canceled,2017-05-05
City Hotel,0,31,2017,June,25,19,1,5,2,0,0,BB,HRV,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,94.13830565,,0,Transient,126,0,1,Check-Out,2017-06-25
City Hotel,0,57,2016,April,18,26,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,117.73,0,1,Check-Out,2016-04-30
City Hotel,0,2,2016,April,17,17,2,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient,72.75,0,0,Check-Out,2016-04-21
City Hotel,0,0,2017,June,24,17,0,1,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,A,D,0,No Deposit,94.13830565,153,0,Transient,95,0,0,Check-Out,2017-06-18
City Hotel,0,0,2015,September,37,10,0,1,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94.13830565,68,0,Transient,90,0,0,Check-Out,2015-09-11
City Hotel,1,19,2016,August,34,14,2,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,191,0,0,Canceled,2016-07-28
City Hotel,1,12,2016,February,9,23,0,1,2,0,0,SC,HND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,79,0,0,Canceled,2016-02-17
City Hotel,1,258,2016,October,44,29,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,96.3,0,0,Canceled,2016-03-19
City Hotel,0,46,2016,February,7,7,2,3,0,1,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,14,,0,Transient,63.12,0,0,Check-Out,2016-02-12
City Hotel,0,4,2015,November,49,30,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,94.13830565,40,0,Transient-Party,65,0,0,Check-Out,2015-12-03
City Hotel,0,5,2017,February,5,1,0,1,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98,0,1,Check-Out,2017-02-02
City Hotel,0,60,2016,June,23,1,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,116.1,0,1,Check-Out,2016-06-02
City Hotel,1,41,2016,June,27,27,1,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98.1,0,1,Canceled,2016-06-04
City Hotel,0,26,2016,April,15,4,1,0,1,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,119,0,0,Check-Out,2016-04-05
City Hotel,1,92,2017,August,33,17,0,2,2,0,0,SC,BLR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,130,0,1,Canceled,2017-05-20
City Hotel,0,48,2016,November,46,10,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,2016-11-13
City Hotel,0,1,2015,August,33,11,0,1,1,0,0,BB,GRC,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94.13830565,38,0,Transient-Party,70,0,0,Check-Out,2015-08-12
City Hotel,1,148,2017,February,6,5,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,,0,Transient,91.6,0,2,Canceled,2016-09-12
City Hotel,0,35,2016,November,49,28,1,2,1,0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient-Party,65,0,0,Check-Out,2016-12-01
City Hotel,0,7,2015,October,41,7,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,164,0,2,Check-Out,2015-10-10
City Hotel,0,5,2016,May,19,2,1,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,156,0,1,Check-Out,2016-05-06
City Hotel,0,100,2016,July,30,18,1,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,137.7,0,2,Check-Out,2016-07-20
City Hotel,0,17,2017,August,35,27,2,0,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,114.5,0,1,Check-Out,2017-08-29
City Hotel,0,78,2017,May,20,14,2,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,117,0,1,Check-Out,2017-05-19
City Hotel,0,48,2015,October,43,23,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,65.83,0,0,Check-Out,2015-10-24
City Hotel,1,59,2017,March,11,15,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,102.56,0,1,Canceled,2017-01-21
City Hotel,0,17,2017,January,4,26,1,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,91.8,0,1,Check-Out,2017-01-30
City Hotel,1,130,2016,May,20,12,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,104.55,0,0,Canceled,2016-02-11
City Hotel,0,68,2017,April,14,5,0,3,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,94.13830565,418,0,Transient-Party,110,0,0,Check-Out,2017-04-08
City Hotel,0,272,2016,December,53,27,1,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,,0,Transient,110.78,0,0,Check-Out,2017-01-02
City Hotel,1,204,2017,June,25,20,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,130.5,0,0,Canceled,2016-11-29
City Hotel,0,1,2016,June,25,15,0,4,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,150,1,1,Check-Out,2016-06-19
City Hotel,1,15,2017,February,7,12,2,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,134.3,0,0,Canceled,2017-02-01
City Hotel,0,5,2016,August,34,17,0,1,1,0,0,SC,NOR,Online TA,GDS,0,0,0,A,A,0,No Deposit,195,,0,Transient,113,0,0,Check-Out,2016-08-18
City Hotel,1,53,2016,October,44,29,1,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,107.1,0,1,Canceled,2016-09-17
City Hotel,0,7,2017,July,28,10,1,2,1,0,0,BB,PRT,Direct,Direct,1,0,6,D,D,2,No Deposit,94.13830565,485,0,Transient,84,0,2,Check-Out,2017-07-13
City Hotel,0,0,2017,January,2,12,0,1,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,53.9,0,0,Check-Out,2017-01-13
City Hotel,0,7,2016,December,51,13,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,88.4,0,0,Check-Out,2016-12-27
City Hotel,0,33,2016,December,49,1,1,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,57.6,0,3,Check-Out,2016-12-05
City Hotel,1,175,2017,May,20,19,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,44,,0,Transient,90,0,0,Canceled,2016-11-25
City Hotel,0,13,2016,January,4,20,0,1,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,19,,0,Transient-Party,71,0,0,Check-Out,2016-01-21
City Hotel,0,16,2016,May,23,29,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,111.35,0,2,Check-Out,2016-06-02
City Hotel,1,36,2016,June,26,19,2,0,3,0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,,0,Transient,145.8,0,0,Canceled,2016-06-12
City Hotel,1,174,2016,April,18,27,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,8,,0,Transient,92.65,0,0,Canceled,2016-03-18
City Hotel,0,6,2016,March,13,21,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,101,1,1,Check-Out,2016-03-24
City Hotel,0,115,2017,June,26,27,0,3,2,0,0,BB,SVN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,135,0,0,Check-Out,2017-06-30
City Hotel,0,116,2017,January,1,2,1,3,1,1,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,88.4,0,2,Check-Out,2017-01-06
City Hotel,1,224,2017,June,26,27,0,3,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,117,0,2,Canceled,2016-12-12
City Hotel,0,5,2017,January,1,3,0,3,1,0,0,BB,PRT,Corporate,Corporate,1,1,9,A,A,0,No Deposit,94.13830565,40,0,Transient,65,0,1,Check-Out,2017-01-06
City Hotel,0,49,2016,November,47,13,2,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,74.8,0,2,Check-Out,2016-11-18
City Hotel,1,141,2016,August,34,15,1,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,124.8,0,0,Canceled,2016-03-28
City Hotel,0,56,2016,April,18,30,0,1,3,0,0,BB,ARG,Direct,Direct,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,142.1,0,0,Check-Out,2016-05-01
City Hotel,0,35,2016,March,11,9,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,71.1,0,0,Check-Out,2016-03-16
City Hotel,0,14,2016,May,23,29,1,0,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,,0,Transient,147,0,1,Check-Out,2016-05-30
